CVE,Highest_Threshold,Group_Size,Is_Base_CVE,Ratio_Score,Token_Sort_Score,Token_Set_Score,Similar_CVEs
CVE-2021-40164,75.0,2.0,False,76.57142857142857,78.85714285714286,90.37037037037037,CVE-2021-27034
CVE-2021-40167,95.0,15.0,False,98.96193771626297,96.53979238754326,98.81889763779527,CVE-2022-42936|CVE-2022-41309|CVE-2022-41310|CVE-2022-42933|CVE-2022-27525|CVE-2022-42934|CVE-2022-42937|CVE-2022-42935|CVE-2022-42941|CVE-2022-42942|CVE-2022-42943|CVE-2022-42944|CVE-2022-41306|CVE-2022-33890
CVE-2021-40393,95.0,2.0,False,100.0,100.0,100.0,CVE-2021-40394
CVE-2021-40401,70.0,10.0,False,70.30497592295345,69.6629213483146,72.94938917975567,CVE-2021-21864|CVE-2021-21863|CVE-2021-21866|CVE-2021-21865|CVE-2022-42885|CVE-2022-44451|CVE-2022-46280|CVE-2020-28594|CVE-2024-23310
CVE-2021-40417,,,False,,,,
CVE-2021-4052,90.0,3.0,True,,,,CVE-2022-1864|CVE-2021-30527
CVE-2021-4053,90.0,153.0,False,93.15960912052117,92.50814332247556,93.47079037800687,CVE-2022-2855|CVE-2022-0606|CVE-2022-2011|CVE-2020-6463|CVE-2020-6542|CVE-2021-30604|CVE-2022-1479|CVE-2022-1854|CVE-2022-1639|CVE-2022-0978|CVE-2022-0975|CVE-2022-0609|CVE-2019-13695|CVE-2020-6377|CVE-2020-6545|CVE-2021-21114|CVE-2020-6428|CVE-2020-6429|CVE-2020-6449|CVE-2020-6427|CVE-2020-15972|CVE-2020-6406|CVE-2020-6423|CVE-2021-30510|CVE-2021-30546|CVE-2021-30572|CVE-2021-4065|CVE-2021-30544|CVE-2022-1308|CVE-2021-21204|CVE-2022-2857|CVE-2019-5808|CVE-2020-6552|CVE-2021-21206|CVE-2019-5869|CVE-2021-21112|CVE-2020-6474|CVE-2021-21188|CVE-2021-21203|CVE-2020-15968|CVE-2019-13687|CVE-2019-5842|CVE-2019-13688|CVE-2021-21193|CVE-2021-21122|CVE-2021-30560|CVE-2021-21167|CVE-2022-1131|CVE-2020-16037|CVE-2022-1919|CVE-2022-2156|CVE-2020-6539|CVE-2021-37983|CVE-2021-21232|CVE-2021-4063|CVE-2020-6434|CVE-2020-16039|CVE-2022-2852|CVE-2021-30515|CVE-2022-0603|CVE-2021-30591|CVE-2022-1485|CVE-2021-37970|CVE-2021-21145|CVE-2021-37998|CVE-2021-37977|CVE-2022-0607|CVE-2021-30573|CVE-2021-37982|CVE-2020-6550|CVE-2019-13696|CVE-2022-3040|CVE-2021-30548|CVE-2021-38005|CVE-2019-5876|CVE-2020-16038|CVE-2020-16001|CVE-2020-6544|CVE-2020-6549|CVE-2020-6424|CVE-2021-38008|CVE-2022-0796|CVE-2022-1855|CVE-2019-5872|CVE-2021-37987|CVE-2021-21179|CVE-2021-30553|CVE-2022-3038|CVE-2020-6553|CVE-2019-13686|CVE-2020-6576|CVE-2022-2603|CVE-2020-6459|CVE-2022-0468|CVE-2021-37993|CVE-2022-0105|CVE-2022-2478|CVE-2019-5868|CVE-2020-16002|CVE-2018-6031|CVE-2017-5127|CVE-2017-15411|CVE-2017-15410|CVE-2019-13721|CVE-2019-5860|CVE-2022-1636|CVE-2022-3042|CVE-2020-6559|CVE-2020-16003|CVE-2020-15993|CVE-2021-30574|CVE-2022-1310|CVE-2022-0973|CVE-2022-2604|CVE-2022-0289|CVE-2022-0298|CVE-2021-4064|CVE-2021-21194|CVE-2020-6532|CVE-2021-30585|CVE-2022-2480|CVE-2019-13685|CVE-2022-1311|CVE-2022-2614|CVE-2020-6386|CVE-2020-6378|CVE-2021-30569|CVE-2021-38011|CVE-2021-38006|CVE-2022-0096|CVE-2022-1305|CVE-2022-2854|CVE-2021-4099|CVE-2022-1478|CVE-2022-0103|CVE-2022-1313|CVE-2021-21180|CVE-2021-37961|CVE-2020-6515|CVE-2020-6543|CVE-2022-0458|CVE-2021-30579|CVE-2020-16004|CVE-2019-5813|CVE-2021-4102|CVE-2021-21195|CVE-2020-6379|CVE-2021-30541|CVE-2021-37975|CVE-2019-5878|CVE-2020-6448|CVE-2020-15994
CVE-2021-4055,95.0,3.0,False,98.84526558891456,98.84526558891456,98.69451697127937,CVE-2021-21143|CVE-2021-21144
CVE-2021-40556,,,False,,,,
CVE-2021-4056,95.0,32.0,False,96.02649006622516,94.70198675496688,95.8041958041958,CVE-2020-6464|CVE-2022-0795|CVE-2021-30627|CVE-2021-30551|CVE-2021-30588|CVE-2022-2295|CVE-2020-6383|CVE-2020-6418|CVE-2021-30563|CVE-2021-30561|CVE-2021-30517|CVE-2021-30513|CVE-2021-38012|CVE-2021-38007|CVE-2022-2158|CVE-2022-1134|CVE-2022-1869|CVE-2020-6468|CVE-2021-38001|CVE-2022-0102|CVE-2022-1232|CVE-2022-0457|CVE-2022-1096|CVE-2022-1314|CVE-2020-6512|CVE-2020-6533|CVE-2020-6430|CVE-2021-4078|CVE-2021-4061|CVE-2021-21230|CVE-2018-6122
CVE-2021-4057,95.0,8.0,False,96.1439588688946,94.08740359897172,96.51474530831099,CVE-2021-30514|CVE-2021-30545|CVE-2019-13699|CVE-2021-21119|CVE-2021-30512|CVE-2021-30600|CVE-2021-37974
CVE-2021-4058,95.0,8.0,False,95.06172839506173,95.06172839506173,96.0,CVE-2019-5817|CVE-2021-21233|CVE-2022-0789|CVE-2022-0104|CVE-2019-5836|CVE-2022-0454|CVE-2021-21196
