CVE,Highest_Threshold,Group_Size,Is_Base_CVE,Ratio_Score,Token_Sort_Score,Token_Set_Score,Similar_CVEs
CVE-2022-32646,90.0,25.0,False,91.11531190926276,89.22495274102079,91.31313131313131,CVE-2023-20604|CVE-2022-20075|CVE-2023-20656|CVE-2022-32635|CVE-2022-32622|CVE-2022-21747|CVE-2022-21746|CVE-2022-20095|CVE-2022-20094|CVE-2023-20840|CVE-2023-20804|CVE-2023-20805|CVE-2023-20841|CVE-2023-20848|CVE-2023-20850|CVE-2023-20842|CVE-2023-20811|CVE-2022-32629|CVE-2022-32628|CVE-2022-32611|CVE-2023-20658|CVE-2022-32621|CVE-2022-32638|CVE-2022-32605
CVE-2022-32647,95.0,3.0,False,97.20670391061452,97.20670391061452,97.06457925636008,CVE-2022-32634|CVE-2024-20027
CVE-2022-32649,90.0,3.0,False,92.4901185770751,90.51383399209486,93.38842975206612,CVE-2022-26452|CVE-2022-32608
CVE-2022-32650,95.0,4.0,False,98.43137254901961,98.43137254901961,98.35390946502058,CVE-2022-32651|CVE-2022-32653|CVE-2022-32652
CVE-2022-32651,95.0,4.0,True,,,,CVE-2022-32653|CVE-2022-32652|CVE-2022-32650
CVE-2022-32796,90.0,3.0,False,90.1639344262295,84.15300546448088,87.20930232558139,CVE-2022-42858|CVE-2022-46709
CVE-2022-32811,75.0,2.0,False,76.69491525423729,75.0,80.32786885245902,CVE-2022-32838
CVE-2022-32821,90.0,3.0,False,91.37931034482759,95.25862068965517,95.34883720930233,CVE-2022-22640|CVE-2022-22596
CVE-2022-32827,80.0,2.0,False,84.14985590778097,86.45533141210376,88.41463414634146,CVE-2022-26699
CVE-2022-32944,85.0,2.0,False,89.31698774080562,88.2661996497373,96.875,CVE-2022-42801
CVE-2022-32959,95.0,3.0,False,97.12556732223904,95.91527987897126,98.67986798679868,CVE-2022-32960|CVE-2022-32961
CVE-2022-3296,95.0,2.0,False,100.0,100.0,100.0,CVE-2022-3324
CVE-2022-3304,95.0,60.0,False,97.53424657534246,96.98630136986301,97.42120343839541,CVE-2024-9954|CVE-2023-1531|CVE-2024-4558|CVE-2024-2883|CVE-2024-6776|CVE-2023-6703|CVE-2022-4436|CVE-2024-3158|CVE-2022-4175|CVE-2024-1060|CVE-2023-4075|CVE-2024-12694|CVE-2024-6103|CVE-2024-4368|CVE-2024-3515|CVE-2024-6290|CVE-2024-6292|CVE-2024-6293|CVE-2024-5495|CVE-2024-5494|CVE-2024-5831|CVE-2024-5832|CVE-2024-4948|CVE-2024-6991|CVE-2024-4060|CVE-2024-2885|CVE-2024-3834|CVE-2021-38023|CVE-2024-2176|CVE-2022-4181|CVE-2022-3199|CVE-2023-5997|CVE-2022-3654|CVE-2023-4429|CVE-2024-6989|CVE-2023-3421|CVE-2022-3307|CVE-2023-6508|CVE-2023-4572|CVE-2024-1284|CVE-2023-6347|CVE-2024-1670|CVE-2022-4437|CVE-2023-6112|CVE-2023-4763|CVE-2023-1530|CVE-2023-5472|CVE-2024-10827|CVE-2024-7533|CVE-2022-3445|CVE-2024-6291|CVE-2023-0928|CVE-2023-1213|CVE-2024-12382|CVE-2022-3885|CVE-2024-3169|CVE-2024-5841|CVE-2024-3914|CVE-2024-4949
CVE-2022-3307,95.0,60.0,False,97.54768392370572,96.45776566757493,97.43589743589743,CVE-2024-9954|CVE-2023-1531|CVE-2024-4558|CVE-2024-2883|CVE-2024-6776|CVE-2023-6703|CVE-2022-4436|CVE-2024-3158|CVE-2022-4175|CVE-2024-1060|CVE-2023-4075|CVE-2024-12694|CVE-2022-3304|CVE-2024-6103|CVE-2024-4368|CVE-2024-3515|CVE-2024-6290|CVE-2024-6292|CVE-2024-6293|CVE-2024-5495|CVE-2024-5494|CVE-2024-5831|CVE-2024-5832|CVE-2024-4948|CVE-2024-6991|CVE-2024-4060|CVE-2024-2885|CVE-2024-3834|CVE-2021-38023|CVE-2024-2176|CVE-2022-4181|CVE-2022-3199|CVE-2023-5997|CVE-2022-3654|CVE-2023-4429|CVE-2024-6989|CVE-2023-3421|CVE-2023-6508|CVE-2023-4572|CVE-2024-1284|CVE-2023-6347|CVE-2024-1670|CVE-2022-4437|CVE-2023-6112|CVE-2023-4763|CVE-2023-1530|CVE-2023-5472|CVE-2024-10827|CVE-2024-7533|CVE-2022-3445|CVE-2024-6291|CVE-2023-0928|CVE-2023-1213|CVE-2024-12382|CVE-2022-3885|CVE-2024-3169|CVE-2024-5841|CVE-2024-3914|CVE-2024-4949
CVE-2022-3315,95.0,23.0,True,,,,CVE-2023-1215|CVE-2022-4912|CVE-2022-3889|CVE-2023-2033|CVE-2023-2724|CVE-2024-12692|CVE-2024-0518|CVE-2024-8904|CVE-2022-3652|CVE-2023-1214|CVE-2024-10230|CVE-2024-10231|CVE-2022-4174|CVE-2023-0696|CVE-2024-11395|CVE-2022-3723|CVE-2023-2935|CVE-2023-2936|CVE-2022-4262|CVE-2024-1939|CVE-2023-4352|CVE-2024-7550
CVE-2022-3318,80.0,71.0,False,84.45297504798465,81.7658349328215,87.87878787878788,CVE-2022-3659|CVE-2024-3171|CVE-2024-1673|CVE-2022-0463|CVE-2022-0464|CVE-2022-3309|CVE-2023-4356|CVE-2022-4439|CVE-2024-7968|CVE-2022-4438|CVE-2022-0805|CVE-2022-0977|CVE-2022-1634|CVE-2022-0469|CVE-2022-2296|CVE-2022-0808|CVE-2022-2859|CVE-2023-2458|CVE-2023-1227|CVE-2024-7000|CVE-2022-0308|CVE-2023-2135|CVE-2023-1216|CVE-2022-2742|CVE-2023-6706|CVE-2022-3658|CVE-2022-1141|CVE-2023-1811|CVE-2022-2613|CVE-2022-4192|CVE-2023-6510|CVE-2024-6775|CVE-2022-2609|CVE-2023-1815|CVE-2022-2623|CVE-2022-0791|CVE-2023-2461|CVE-2023-0128|CVE-2022-2608|CVE-2024-9961|CVE-2023-5186|CVE-2022-3055|CVE-2024-0806|CVE-2022-1635|CVE-2022-3448|CVE-2022-1125|CVE-2023-5852|CVE-2023-5854|CVE-2022-1127|CVE-2023-5855|CVE-2024-0813|CVE-2024-6774|CVE-2022-1633|CVE-2022-1861|CVE-2022-1640|CVE-2023-5856|CVE-2023-6509|CVE-2022-3058|CVE-2022-4191|CVE-2022-0974|CVE-2022-3049|CVE-2023-3729|CVE-2023-3730|CVE-2022-2607|CVE-2022-3071|CVE-2022-1866|CVE-2024-6997|CVE-2022-1860|CVE-2024-9957|CVE-2024-6998
CVE-2022-33183,75.0,3.0,False,76.58643326039387,74.39824945295405,74.8792270531401,CVE-2022-33180|CVE-2022-33179
CVE-2022-33210,,,False,,,,
CVE-2022-33214,85.0,2.0,False,85.71428571428572,79.52380952380953,83.54430379746836,CVE-2022-25711
CVE-2022-33218,90.0,2.0,False,92.19858156028369,92.19858156028369,100.0,CVE-2022-33300
CVE-2022-33234,75.0,9.0,False,77.12765957446808,72.87234042553192,82.97872340425532,CVE-2022-25660|CVE-2022-25661|CVE-2022-25712|CVE-2022-33214|CVE-2021-35126|CVE-2022-25654|CVE-2022-22094|CVE-2022-22092
CVE-2022-33236,,,False,,,,
CVE-2022-33242,,,False,,,,
CVE-2022-33243,70.0,2.0,True,,,,CVE-2023-43517
CVE-2022-33257,,,False,,,,
CVE-2022-33266,,,False,,,,
CVE-2022-33280,,,False,,,,
CVE-2022-33300,90.0,2.0,True,,,,CVE-2022-33218
CVE-2022-33719,70.0,11.0,False,70.0,60.0,64.93506493506493,CVE-2024-20889|CVE-2022-25833|CVE-2024-20900|CVE-2022-25817|CVE-2023-21460|CVE-2022-30757|CVE-2024-34651|CVE-2021-25417|CVE-2024-20890|CVE-2022-33690
CVE-2022-3377,95.0,2.0,True,,,,CVE-2022-3378
CVE-2022-3378,95.0,2.0,False,98.8391376451078,97.51243781094527,98.80749574105621,CVE-2022-3377
CVE-2022-33938,90.0,2.0,True,,,,CVE-2022-35244
CVE-2022-34287,95.0,3.0,True,,,,CVE-2022-34290|CVE-2022-34291
CVE-2022-34290,95.0,3.0,False,97.65886287625418,96.98996655518395,97.28682170542636,CVE-2022-34287|CVE-2022-34291
CVE-2022-34291,95.0,3.0,False,97.44408945686901,97.44408945686901,97.05882352941177,CVE-2022-34287|CVE-2022-34290
CVE-2022-3437,,,False,,,,
CVE-2022-3445,95.0,60.0,False,97.54768392370572,96.45776566757493,97.43589743589743,CVE-2024-9954|CVE-2023-1531|CVE-2024-4558|CVE-2024-2883|CVE-2024-6776|CVE-2023-6703|CVE-2022-4436|CVE-2024-3158|CVE-2022-4175|CVE-2024-1060|CVE-2023-4075|CVE-2024-12694|CVE-2022-3304|CVE-2024-6103|CVE-2024-4368|CVE-2024-3515|CVE-2024-6290|CVE-2024-6292|CVE-2024-6293|CVE-2024-5495|CVE-2024-5494|CVE-2024-5831|CVE-2024-5832|CVE-2024-4948|CVE-2024-6991|CVE-2024-4060|CVE-2024-2885|CVE-2024-3834|CVE-2021-38023|CVE-2024-2176|CVE-2022-4181|CVE-2022-3199|CVE-2023-5997|CVE-2022-3654|CVE-2023-4429|CVE-2024-6989|CVE-2023-3421|CVE-2022-3307|CVE-2023-6508|CVE-2023-4572|CVE-2024-1284|CVE-2023-6347|CVE-2024-1670|CVE-2022-4437|CVE-2023-6112|CVE-2023-4763|CVE-2023-1530|CVE-2023-5472|CVE-2024-10827|CVE-2024-7533|CVE-2024-6291|CVE-2023-0928|CVE-2023-1213|CVE-2024-12382|CVE-2022-3885|CVE-2024-3169|CVE-2024-5841|CVE-2024-3914|CVE-2024-4949
CVE-2022-3448,95.0,2.0,True,,,,CVE-2024-6774
CVE-2022-34484,,,False,,,,
CVE-2022-3449,95.0,5.0,False,96.52351738241309,96.11451942740287,95.98108747044917,CVE-2022-4179|CVE-2022-3657|CVE-2022-4180|CVE-2024-6777
CVE-2022-34502,80.0,2.0,False,83.37236533957847,79.15690866510539,90.05847953216374,CVE-2022-34503
CVE-2022-34503,80.0,2.0,True,,,,CVE-2022-34502
CVE-2022-34568,,,False,,,,
CVE-2022-34680,85.0,2.0,True,,,,CVE-2022-34679
CVE-2022-34970,,,False,,,,
CVE-2022-35104,90.0,2.0,False,90.83665338645417,90.83665338645417,91.07981220657277,CVE-2022-35094
CVE-2022-35105,75.0,4.0,False,75.78947368421053,71.57894736842105,79.19463087248322,CVE-2022-36144|CVE-2022-36142|CVE-2022-36139
CVE-2022-35107,70.0,2.0,False,70.44534412955466,67.20647773279353,76.8361581920904,CVE-2022-35090
CVE-2022-35109,95.0,2.0,True,,,,CVE-2022-35096
CVE-2022-35111,,,False,,,,
CVE-2022-35113,75.0,10.0,False,77.04918032786885,73.77049180327869,78.02197802197801,CVE-2022-40008|CVE-2022-40009|CVE-2022-35093|CVE-2022-35094|CVE-2022-35104|CVE-2022-35109|CVE-2022-35096|CVE-2022-35080|CVE-2022-35081
CVE-2022-35218,90.0,2.0,True,,,,CVE-2022-35219
CVE-2022-35219,90.0,2.0,False,93.6082474226804,90.72164948453609,91.72259507829978,CVE-2022-35218
CVE-2022-35244,90.0,2.0,False,94.61077844311377,94.91017964071857,95.37480063795853,CVE-2022-33938
CVE-2022-35260,,,False,,,,
CVE-2022-35289,,,False,,,,
CVE-2022-35407,,,False,,,,
CVE-2022-35447,95.0,25.0,False,96.0,96.0,96.0,CVE-2022-35456|CVE-2022-35464|CVE-2022-35460|CVE-2022-35470|CVE-2022-35451|CVE-2022-35449|CVE-2022-35463|CVE-2022-35454|CVE-2022-35458|CVE-2022-35452|CVE-2022-35455|CVE-2022-35474|CVE-2022-35448|CVE-2022-35450|CVE-2022-35465|CVE-2022-35466|CVE-2022-35453|CVE-2022-35461|CVE-2022-35462|CVE-2022-35459|CVE-2022-35475|CVE-2022-35471|CVE-2022-35467|CVE-2022-35468
CVE-2022-35448,95.0,25.0,False,95.0,95.0,95.0,CVE-2022-35456|CVE-2022-35464|CVE-2022-35460|CVE-2022-35470|CVE-2022-35451|CVE-2022-35449|CVE-2022-35463|CVE-2022-35447|CVE-2022-35454|CVE-2022-35458|CVE-2022-35452|CVE-2022-35455|CVE-2022-35474|CVE-2022-35450|CVE-2022-35465|CVE-2022-35466|CVE-2022-35453|CVE-2022-35461|CVE-2022-35462|CVE-2022-35459|CVE-2022-35475|CVE-2022-35471|CVE-2022-35467|CVE-2022-35468
CVE-2022-35449,95.0,25.0,False,96.0,96.0,96.0,CVE-2022-35456|CVE-2022-35464|CVE-2022-35460|CVE-2022-35470|CVE-2022-35451|CVE-2022-35463|CVE-2022-35447|CVE-2022-35454|CVE-2022-35458|CVE-2022-35452|CVE-2022-35455|CVE-2022-35474|CVE-2022-35448|CVE-2022-35450|CVE-2022-35465|CVE-2022-35466|CVE-2022-35453|CVE-2022-35461|CVE-2022-35462|CVE-2022-35459|CVE-2022-35475|CVE-2022-35471|CVE-2022-35467|CVE-2022-35468
CVE-2022-35450,95.0,25.0,False,96.0,96.0,96.0,CVE-2022-35456|CVE-2022-35464|CVE-2022-35460|CVE-2022-35470|CVE-2022-35451|CVE-2022-35449|CVE-2022-35463|CVE-2022-35447|CVE-2022-35454|CVE-2022-35458|CVE-2022-35452|CVE-2022-35455|CVE-2022-35474|CVE-2022-35448|CVE-2022-35465|CVE-2022-35466|CVE-2022-35453|CVE-2022-35461|CVE-2022-35462|CVE-2022-35459|CVE-2022-35475|CVE-2022-35471|CVE-2022-35467|CVE-2022-35468
CVE-2022-35451,95.0,25.0,False,96.0,96.0,96.0,CVE-2022-35456|CVE-2022-35464|CVE-2022-35460|CVE-2022-35470|CVE-2022-35449|CVE-2022-35463|CVE-2022-35447|CVE-2022-35454|CVE-2022-35458|CVE-2022-35452|CVE-2022-35455|CVE-2022-35474|CVE-2022-35448|CVE-2022-35450|CVE-2022-35465|CVE-2022-35466|CVE-2022-35453|CVE-2022-35461|CVE-2022-35462|CVE-2022-35459|CVE-2022-35475|CVE-2022-35471|CVE-2022-35467|CVE-2022-35468
CVE-2022-35452,95.0,25.0,False,96.0,96.0,96.0,CVE-2022-35456|CVE-2022-35464|CVE-2022-35460|CVE-2022-35470|CVE-2022-35451|CVE-2022-35449|CVE-2022-35463|CVE-2022-35447|CVE-2022-35454|CVE-2022-35458|CVE-2022-35455|CVE-2022-35474|CVE-2022-35448|CVE-2022-35450|CVE-2022-35465|CVE-2022-35466|CVE-2022-35453|CVE-2022-35461|CVE-2022-35462|CVE-2022-35459|CVE-2022-35475|CVE-2022-35471|CVE-2022-35467|CVE-2022-35468
CVE-2022-35453,95.0,25.0,False,97.0,97.0,97.0,CVE-2022-35456|CVE-2022-35464|CVE-2022-35460|CVE-2022-35470|CVE-2022-35451|CVE-2022-35449|CVE-2022-35463|CVE-2022-35447|CVE-2022-35454|CVE-2022-35458|CVE-2022-35452|CVE-2022-35455|CVE-2022-35474|CVE-2022-35448|CVE-2022-35450|CVE-2022-35465|CVE-2022-35466|CVE-2022-35461|CVE-2022-35462|CVE-2022-35459|CVE-2022-35475|CVE-2022-35471|CVE-2022-35467|CVE-2022-35468
CVE-2022-35454,95.0,25.0,False,96.0,96.0,96.0,CVE-2022-35456|CVE-2022-35464|CVE-2022-35460|CVE-2022-35470|CVE-2022-35451|CVE-2022-35449|CVE-2022-35463|CVE-2022-35447|CVE-2022-35458|CVE-2022-35452|CVE-2022-35455|CVE-2022-35474|CVE-2022-35448|CVE-2022-35450|CVE-2022-35465|CVE-2022-35466|CVE-2022-35453|CVE-2022-35461|CVE-2022-35462|CVE-2022-35459|CVE-2022-35475|CVE-2022-35471|CVE-2022-35467|CVE-2022-35468
CVE-2022-35455,95.0,25.0,False,96.0,96.0,96.0,CVE-2022-35456|CVE-2022-35464|CVE-2022-35460|CVE-2022-35470|CVE-2022-35451|CVE-2022-35449|CVE-2022-35463|CVE-2022-35447|CVE-2022-35454|CVE-2022-35458|CVE-2022-35452|CVE-2022-35474|CVE-2022-35448|CVE-2022-35450|CVE-2022-35465|CVE-2022-35466|CVE-2022-35453|CVE-2022-35461|CVE-2022-35462|CVE-2022-35459|CVE-2022-35475|CVE-2022-35471|CVE-2022-35467|CVE-2022-35468
CVE-2022-35456,95.0,25.0,True,,,,CVE-2022-35464|CVE-2022-35460|CVE-2022-35470|CVE-2022-35451|CVE-2022-35449|CVE-2022-35463|CVE-2022-35447|CVE-2022-35454|CVE-2022-35458|CVE-2022-35452|CVE-2022-35455|CVE-2022-35474|CVE-2022-35448|CVE-2022-35450|CVE-2022-35465|CVE-2022-35466|CVE-2022-35453|CVE-2022-35461|CVE-2022-35462|CVE-2022-35459|CVE-2022-35475|CVE-2022-35471|CVE-2022-35467|CVE-2022-35468
CVE-2022-35458,95.0,25.0,False,96.0,96.0,96.0,CVE-2022-35456|CVE-2022-35464|CVE-2022-35460|CVE-2022-35470|CVE-2022-35451|CVE-2022-35449|CVE-2022-35463|CVE-2022-35447|CVE-2022-35454|CVE-2022-35452|CVE-2022-35455|CVE-2022-35474|CVE-2022-35448|CVE-2022-35450|CVE-2022-35465|CVE-2022-35466|CVE-2022-35453|CVE-2022-35461|CVE-2022-35462|CVE-2022-35459|CVE-2022-35475|CVE-2022-35471|CVE-2022-35467|CVE-2022-35468
CVE-2022-35459,95.0,25.0,False,96.0,96.0,96.0,CVE-2022-35456|CVE-2022-35464|CVE-2022-35460|CVE-2022-35470|CVE-2022-35451|CVE-2022-35449|CVE-2022-35463|CVE-2022-35447|CVE-2022-35454|CVE-2022-35458|CVE-2022-35452|CVE-2022-35455|CVE-2022-35474|CVE-2022-35448|CVE-2022-35450|CVE-2022-35465|CVE-2022-35466|CVE-2022-35453|CVE-2022-35461|CVE-2022-35462|CVE-2022-35475|CVE-2022-35471|CVE-2022-35467|CVE-2022-35468
CVE-2022-35460,95.0,25.0,False,97.0,97.0,97.0,CVE-2022-35456|CVE-2022-35464|CVE-2022-35470|CVE-2022-35451|CVE-2022-35449|CVE-2022-35463|CVE-2022-35447|CVE-2022-35454|CVE-2022-35458|CVE-2022-35452|CVE-2022-35455|CVE-2022-35474|CVE-2022-35448|CVE-2022-35450|CVE-2022-35465|CVE-2022-35466|CVE-2022-35453|CVE-2022-35461|CVE-2022-35462|CVE-2022-35459|CVE-2022-35475|CVE-2022-35471|CVE-2022-35467|CVE-2022-35468
CVE-2022-35461,95.0,25.0,False,96.0,96.0,96.0,CVE-2022-35456|CVE-2022-35464|CVE-2022-35460|CVE-2022-35470|CVE-2022-35451|CVE-2022-35449|CVE-2022-35463|CVE-2022-35447|CVE-2022-35454|CVE-2022-35458|CVE-2022-35452|CVE-2022-35455|CVE-2022-35474|CVE-2022-35448|CVE-2022-35450|CVE-2022-35465|CVE-2022-35466|CVE-2022-35453|CVE-2022-35462|CVE-2022-35459|CVE-2022-35475|CVE-2022-35471|CVE-2022-35467|CVE-2022-35468
CVE-2022-35462,95.0,25.0,False,96.0,96.0,96.0,CVE-2022-35456|CVE-2022-35464|CVE-2022-35460|CVE-2022-35470|CVE-2022-35451|CVE-2022-35449|CVE-2022-35463|CVE-2022-35447|CVE-2022-35454|CVE-2022-35458|CVE-2022-35452|CVE-2022-35455|CVE-2022-35474|CVE-2022-35448|CVE-2022-35450|CVE-2022-35465|CVE-2022-35466|CVE-2022-35453|CVE-2022-35461|CVE-2022-35459|CVE-2022-35475|CVE-2022-35471|CVE-2022-35467|CVE-2022-35468
CVE-2022-35463,95.0,25.0,False,97.0,97.0,97.0,CVE-2022-35456|CVE-2022-35464|CVE-2022-35460|CVE-2022-35470|CVE-2022-35451|CVE-2022-35449|CVE-2022-35447|CVE-2022-35454|CVE-2022-35458|CVE-2022-35452|CVE-2022-35455|CVE-2022-35474|CVE-2022-35448|CVE-2022-35450|CVE-2022-35465|CVE-2022-35466|CVE-2022-35453|CVE-2022-35461|CVE-2022-35462|CVE-2022-35459|CVE-2022-35475|CVE-2022-35471|CVE-2022-35467|CVE-2022-35468
CVE-2022-35464,95.0,25.0,False,97.0,97.0,97.0,CVE-2022-35456|CVE-2022-35460|CVE-2022-35470|CVE-2022-35451|CVE-2022-35449|CVE-2022-35463|CVE-2022-35447|CVE-2022-35454|CVE-2022-35458|CVE-2022-35452|CVE-2022-35455|CVE-2022-35474|CVE-2022-35448|CVE-2022-35450|CVE-2022-35465|CVE-2022-35466|CVE-2022-35453|CVE-2022-35461|CVE-2022-35462|CVE-2022-35459|CVE-2022-35475|CVE-2022-35471|CVE-2022-35467|CVE-2022-35468
CVE-2022-35465,95.0,25.0,False,96.0,96.0,96.0,CVE-2022-35456|CVE-2022-35464|CVE-2022-35460|CVE-2022-35470|CVE-2022-35451|CVE-2022-35449|CVE-2022-35463|CVE-2022-35447|CVE-2022-35454|CVE-2022-35458|CVE-2022-35452|CVE-2022-35455|CVE-2022-35474|CVE-2022-35448|CVE-2022-35450|CVE-2022-35466|CVE-2022-35453|CVE-2022-35461|CVE-2022-35462|CVE-2022-35459|CVE-2022-35475|CVE-2022-35471|CVE-2022-35467|CVE-2022-35468
CVE-2022-35466,95.0,25.0,False,97.0,97.0,97.0,CVE-2022-35456|CVE-2022-35464|CVE-2022-35460|CVE-2022-35470|CVE-2022-35451|CVE-2022-35449|CVE-2022-35463|CVE-2022-35447|CVE-2022-35454|CVE-2022-35458|CVE-2022-35452|CVE-2022-35455|CVE-2022-35474|CVE-2022-35448|CVE-2022-35450|CVE-2022-35465|CVE-2022-35453|CVE-2022-35461|CVE-2022-35462|CVE-2022-35459|CVE-2022-35475|CVE-2022-35471|CVE-2022-35467|CVE-2022-35468
CVE-2022-35467,95.0,25.0,False,97.0,97.0,97.0,CVE-2022-35456|CVE-2022-35464|CVE-2022-35460|CVE-2022-35470|CVE-2022-35451|CVE-2022-35449|CVE-2022-35463|CVE-2022-35447|CVE-2022-35454|CVE-2022-35458|CVE-2022-35452|CVE-2022-35455|CVE-2022-35474|CVE-2022-35448|CVE-2022-35450|CVE-2022-35465|CVE-2022-35466|CVE-2022-35453|CVE-2022-35461|CVE-2022-35462|CVE-2022-35459|CVE-2022-35475|CVE-2022-35471|CVE-2022-35468
CVE-2022-35468,95.0,25.0,False,96.0,96.0,96.0,CVE-2022-35456|CVE-2022-35464|CVE-2022-35460|CVE-2022-35470|CVE-2022-35451|CVE-2022-35449|CVE-2022-35463|CVE-2022-35447|CVE-2022-35454|CVE-2022-35458|CVE-2022-35452|CVE-2022-35455|CVE-2022-35474|CVE-2022-35448|CVE-2022-35450|CVE-2022-35465|CVE-2022-35466|CVE-2022-35453|CVE-2022-35461|CVE-2022-35462|CVE-2022-35459|CVE-2022-35475|CVE-2022-35471|CVE-2022-35467
CVE-2022-35470,95.0,25.0,False,96.0,96.0,96.0,CVE-2022-35456|CVE-2022-35464|CVE-2022-35460|CVE-2022-35451|CVE-2022-35449|CVE-2022-35463|CVE-2022-35447|CVE-2022-35454|CVE-2022-35458|CVE-2022-35452|CVE-2022-35455|CVE-2022-35474|CVE-2022-35448|CVE-2022-35450|CVE-2022-35465|CVE-2022-35466|CVE-2022-35453|CVE-2022-35461|CVE-2022-35462|CVE-2022-35459|CVE-2022-35475|CVE-2022-35471|CVE-2022-35467|CVE-2022-35468
CVE-2022-35471,95.0,25.0,False,97.0,97.0,97.0,CVE-2022-35456|CVE-2022-35464|CVE-2022-35460|CVE-2022-35470|CVE-2022-35451|CVE-2022-35449|CVE-2022-35463|CVE-2022-35447|CVE-2022-35454|CVE-2022-35458|CVE-2022-35452|CVE-2022-35455|CVE-2022-35474|CVE-2022-35448|CVE-2022-35450|CVE-2022-35465|CVE-2022-35466|CVE-2022-35453|CVE-2022-35461|CVE-2022-35462|CVE-2022-35459|CVE-2022-35475|CVE-2022-35467|CVE-2022-35468
CVE-2022-35474,95.0,25.0,False,95.0,95.0,95.0,CVE-2022-35456|CVE-2022-35464|CVE-2022-35460|CVE-2022-35470|CVE-2022-35451|CVE-2022-35449|CVE-2022-35463|CVE-2022-35447|CVE-2022-35454|CVE-2022-35458|CVE-2022-35452|CVE-2022-35455|CVE-2022-35448|CVE-2022-35450|CVE-2022-35465|CVE-2022-35466|CVE-2022-35453|CVE-2022-35461|CVE-2022-35462|CVE-2022-35459|CVE-2022-35475|CVE-2022-35471|CVE-2022-35467|CVE-2022-35468
CVE-2022-35475,95.0,25.0,False,97.0,97.0,97.0,CVE-2022-35456|CVE-2022-35464|CVE-2022-35460|CVE-2022-35470|CVE-2022-35451|CVE-2022-35449|CVE-2022-35463|CVE-2022-35447|CVE-2022-35454|CVE-2022-35458|CVE-2022-35452|CVE-2022-35455|CVE-2022-35474|CVE-2022-35448|CVE-2022-35450|CVE-2022-35465|CVE-2022-35466|CVE-2022-35453|CVE-2022-35461|CVE-2022-35462|CVE-2022-35459|CVE-2022-35471|CVE-2022-35467|CVE-2022-35468
CVE-2022-35623,85.0,2.0,True,,,,CVE-2022-35624
CVE-2022-35624,85.0,2.0,False,85.62091503267975,82.35294117647058,95.34883720930233,CVE-2022-35623
CVE-2022-35690,95.0,4.0,False,99.03713892709766,96.8363136176066,98.8543371522095,CVE-2022-35712|CVE-2022-35711|CVE-2022-35710
CVE-2022-3570,,,False,,,,
CVE-2022-35710,95.0,4.0,False,99.03713892709766,96.8363136176066,98.8543371522095,CVE-2022-35712|CVE-2022-35711|CVE-2022-35690
CVE-2022-35711,95.0,4.0,False,100.0,100.0,100.0,CVE-2022-35712|CVE-2022-35710|CVE-2022-35690
CVE-2022-35712,95.0,4.0,True,,,,CVE-2022-35711|CVE-2022-35710|CVE-2022-35690
CVE-2022-35874,95.0,4.0,False,97.83631232361242,97.83631232361242,97.88235294117646,CVE-2022-35876|CVE-2022-35877|CVE-2022-35875
CVE-2022-35875,95.0,4.0,False,97.42612011439466,96.47283126787417,97.58454106280193,CVE-2022-35876|CVE-2022-35877|CVE-2022-35874
CVE-2022-35876,95.0,4.0,True,,,,CVE-2022-35877|CVE-2022-35874|CVE-2022-35875
CVE-2022-35877,95.0,4.0,False,98.9593188268685,98.9593188268685,99.19632606199771,CVE-2022-35876|CVE-2022-35874|CVE-2022-35875
CVE-2022-35878,90.0,4.0,False,94.63019250253294,92.40121580547113,94.36274509803921,CVE-2022-35879|CVE-2022-35881|CVE-2022-35880
CVE-2022-35879,95.0,3.0,True,,,,CVE-2022-35881|CVE-2022-35880
CVE-2022-35880,95.0,3.0,False,98.25997952917092,96.62231320368475,98.46878680800943,CVE-2022-35879|CVE-2022-35881
CVE-2022-35881,95.0,3.0,False,96.87814702920443,95.06545820745217,97.86729857819905,CVE-2022-35879|CVE-2022-35880
CVE-2022-35884,95.0,4.0,False,97.41626794258373,97.41626794258373,97.47706422018348,CVE-2022-35886|CVE-2022-35887|CVE-2022-35885
CVE-2022-35885,95.0,4.0,False,97.42120343839542,97.42120343839542,97.46974697469747,CVE-2022-35886|CVE-2022-35887|CVE-2022-35884
CVE-2022-35886,95.0,4.0,True,,,,CVE-2022-35887|CVE-2022-35884|CVE-2022-35885
CVE-2022-35887,95.0,4.0,False,98.95337773549001,98.95337773549001,99.23329682365826,CVE-2022-35886|CVE-2022-35884|CVE-2022-35885
CVE-2022-35893,75.0,4.0,False,75.80645161290323,77.41935483870968,89.03508771929825,CVE-2021-43615|CVE-2021-42554|CVE-2021-43522
CVE-2022-35896,,,False,,,,
CVE-2022-35928,,,False,,,,
CVE-2022-35951,,,False,,,,
CVE-2022-3602,,,False,,,,
CVE-2022-36063,,,False,,,,
CVE-2022-36150,,,False,,,,
CVE-2022-36448,,,False,,,,
